-4.989895197340785127e-02,6.718700000000000728e+03
-6.025414872892122936e-02,6.583500000000000000e+03
-7.275829041423072241e-02,6.440000000000000000e+03
-8.785733324053411619e-02,6.122699999999999818e+03
-1.060897797377125945e-01,5.744700000000000728e+03
-1.281058842747085924e-01,4.758899999999999636e+03
-1.546908441734773099e-01,2.955400000000000091e+03
-1.867928035201681103e-01,1.502099999999999909e+03
-2.20e-01,1.059500000000000000e+03
-2.899999999999999800e-01,5.513999999999999773e+02
-3.719999999999999973e-01,2.598000000000000114e+02
-4.540000000000000147e-01,1.195000000000000000e+02
-5.360000000000000320e-01,4.750000000000000000e+01
-6.179999999999999938e-01,1.750000000000000000e+01
-6.999999999999999556e-01,5.299999999999999822e+00
