-4.989895197340785127e-02,2.128000000000000114e+02
-6.025414872892122936e-02,1.667999999999999829e+02
-7.275829041423072241e-02,1.097000000000000028e+02
-8.785733324053411619e-02,8.700000000000000000e+01
-1.060897797377125945e-01,7.600000000000000000e+01
-1.281058842747085924e-01,5.619999999999999574e+01
-1.546908441734773099e-01,3.520000000000000284e+01
-1.867928035201681103e-01,1.850000000000000000e+01
-2.255566684204992345e-01,1.029999999999999893e+01
-2.723649397095854185e-01,1.050000000000000000e+01
-3.288870194017469162e-01,1.400000000000000000e+01
-3.971387493790496936e-01,1.359999999999999964e+01
-4.795543057468499293e-01,1.419999999999999929e+01
-5.790730129455234909e-01,1.439999999999999858e+01
-6.992441738158849951e-01,1.079999999999999893e+01
