4.000000000000000000e+00,1.000000000000000000e+00
6.500000000000000000e+00,5.000000000000000000e+00
9.000000000000000000e+00,6.000000000000000000e+00
1.150000000000000000e+01,3.000000000000000000e+00
1.400000000000000000e+01,1.300000000000000000e+01
1.650000000000000000e+01,1.700000000000000000e+01
1.900000000000000000e+01,1.700000000000000000e+01
2.150000000000000000e+01,3.400000000000000000e+01
2.400000000000000000e+01,4.600000000000000000e+01
2.650000000000000000e+01,5.100000000000000000e+01
2.900000000000000000e+01,6.900000000000000000e+01
3.150000000000000000e+01,1.300000000000000000e+02
3.400000000000000000e+01,1.420000000000000000e+02
3.650000000000000000e+01,1.580000000000000000e+02
3.900000000000000000e+01,1.960000000000000000e+02
