-1.700000000000000122e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.792857142857142982e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.885714285714285843e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.978571428571428703e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.071428571428571563e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.164285714285714424e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.257142857142857006e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.349999999999999867e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.442857142857142727e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.535714285714285587e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.628571428571428448e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.721428571428571308e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.814285714285714168e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.907142857142857029e-01,0.000000000000000000e+00,0.000000000000000000e+00
-2.999999999999999889e-01,0.000000000000000000e+00,0.000000000000000000e+00
