5.000000000000000000e+01,5.670000000000000000e+02,-1.640000000000000000e+02
4.555555555555555713e+01,4.530000000000000000e+02,-6.200000000000000000e+01
4.111111111111111427e+01,4.270000000000000000e+02,-7.000000000000000000e+01
3.666666666666666430e+01,3.210000000000000000e+02,2.100000000000000000e+01
3.222222222222222143e+01,2.950000000000000000e+02,1.200000000000000000e+01
2.777777777777777857e+01,2.480000000000000000e+02,3.200000000000000000e+01
2.333333333333333215e+01,2.220000000000000000e+02,7.000000000000000000e+00
1.888888888888888573e+01,1.770000000000000000e+02,1.710000000000000000e+02
1.444444444444444287e+01,1.650000000000000000e+02,3.500000000000000000e+01
1.000000000000000000e+01,1.000000000000000000e+02,-1.500000000000000000e+01
