5.000000000000000000e+01,5.930000000000000000e+02,-1.370000000000000000e+02
4.555555555555555713e+01,4.360000000000000000e+02,-9.100000000000000000e+01
4.111111111111111427e+01,4.190000000000000000e+02,-6.600000000000000000e+01
3.666666666666666430e+01,3.520000000000000000e+02,-2.700000000000000000e+01
3.222222222222222143e+01,3.090000000000000000e+02,-2.200000000000000000e+01
2.777777777777777857e+01,3.190000000000000000e+02,-6.400000000000000000e+01
2.333333333333333215e+01,2.310000000000000000e+02,-5.300000000000000000e+01
1.888888888888888573e+01,2.140000000000000000e+02,1.800000000000000000e+01
1.444444444444444287e+01,1.320000000000000000e+02,4.100000000000000000e+01
1.000000000000000000e+01,9.200000000000000000e+01,7.000000000000000000e+00
