5.000000000000000000e+01,5.140000000000000000e+02,-9.900000000000000000e+01
4.555555555555555713e+01,4.780000000000000000e+02,-3.700000000000000000e+01
4.111111111111111427e+01,4.080000000000000000e+02,-1.180000000000000000e+02
3.666666666666666430e+01,3.710000000000000000e+02,-2.000000000000000000e+01
3.222222222222222143e+01,3.250000000000000000e+02,3.300000000000000000e+01
2.777777777777777857e+01,2.670000000000000000e+02,-3.100000000000000000e+01
2.333333333333333215e+01,2.290000000000000000e+02,-2.400000000000000000e+01
1.888888888888888573e+01,1.860000000000000000e+02,2.700000000000000000e+01
1.444444444444444287e+01,1.420000000000000000e+02,2.400000000000000000e+01
1.000000000000000000e+01,8.000000000000000000e+01,1.200000000000000000e+01
