5.000000000000000000e+01,5.360000000000000000e+02,-1.290000000000000000e+02
4.555555555555555713e+01,5.120000000000000000e+02,-1.330000000000000000e+02
4.111111111111111427e+01,4.070000000000000000e+02,-3.000000000000000000e+01
3.666666666666666430e+01,3.950000000000000000e+02,-4.500000000000000000e+01
3.222222222222222143e+01,2.950000000000000000e+02,2.600000000000000000e+01
2.777777777777777857e+01,2.610000000000000000e+02,-1.200000000000000000e+01
2.333333333333333215e+01,2.420000000000000000e+02,-3.700000000000000000e+01
1.888888888888888573e+01,1.910000000000000000e+02,2.600000000000000000e+01
1.444444444444444287e+01,1.300000000000000000e+02,2.200000000000000000e+01
1.000000000000000000e+01,8.800000000000000000e+01,2.100000000000000000e+01
