5.000000000000000000e+01,5.600000000000000000e+02,-8.200000000000000000e+01
4.555555555555555713e+01,4.730000000000000000e+02,-9.900000000000000000e+01
4.111111111111111427e+01,3.710000000000000000e+02,-1.600000000000000000e+01
3.666666666666666430e+01,3.850000000000000000e+02,-4.600000000000000000e+01
3.222222222222222143e+01,3.200000000000000000e+02,-2.200000000000000000e+01
2.777777777777777857e+01,2.880000000000000000e+02,-4.000000000000000000e+01
2.333333333333333215e+01,2.250000000000000000e+02,-2.700000000000000000e+01
1.888888888888888573e+01,1.740000000000000000e+02,4.400000000000000000e+01
1.444444444444444287e+01,1.220000000000000000e+02,6.100000000000000000e+01
1.000000000000000000e+01,9.200000000000000000e+01,-1.600000000000000000e+01
