5.000000000000000000e+01,5.750000000000000000e+02,-1.830000000000000000e+02
4.555555555555555713e+01,4.710000000000000000e+02,-1.140000000000000000e+02
4.111111111111111427e+01,4.370000000000000000e+02,-8.100000000000000000e+01
3.666666666666666430e+01,3.440000000000000000e+02,-2.500000000000000000e+01
3.222222222222222143e+01,3.110000000000000000e+02,-2.900000000000000000e+01
2.777777777777777857e+01,2.620000000000000000e+02,-2.100000000000000000e+01
2.333333333333333215e+01,2.320000000000000000e+02,-1.200000000000000000e+01
1.888888888888888573e+01,1.810000000000000000e+02,4.100000000000000000e+01
1.444444444444444287e+01,1.310000000000000000e+02,2.400000000000000000e+01
1.000000000000000000e+01,9.200000000000000000e+01,-2.100000000000000000e+01
