5.000000000000000000e+01,5.770000000000000000e+02,-1.700000000000000000e+02
4.555555555555555713e+01,4.520000000000000000e+02,-7.600000000000000000e+01
4.111111111111111427e+01,3.670000000000000000e+02,0.000000000000000000e+00
3.666666666666666430e+01,3.760000000000000000e+02,-5.600000000000000000e+01
3.222222222222222143e+01,3.070000000000000000e+02,-5.000000000000000000e+01
2.777777777777777857e+01,3.050000000000000000e+02,-8.500000000000000000e+01
2.333333333333333215e+01,2.380000000000000000e+02,-2.500000000000000000e+01
1.888888888888888573e+01,1.750000000000000000e+02,-6.000000000000000000e+00
1.444444444444444287e+01,1.260000000000000000e+02,5.400000000000000000e+01
1.000000000000000000e+01,8.900000000000000000e+01,-2.000000000000000000e+00
