5.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.714285714285714590e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.428571428571428470e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.142857142857143060e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.857142857142856940e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.571428571428571530e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.285714285714286120e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.714285714285714235e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.428571428571428470e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.142857142857142705e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.857142857142856940e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.571428571428571530e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.285714285714285410e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
