-2.000000000000000042e-02,5.857666666666666515e+02
-2.522727272727272665e-02,1.123599999999999909e+03
-3.045454545454545636e-02,1.003133333333333326e+03
-3.568181818181818260e-02,9.538333333333333712e+02
-4.090909090909090884e-02,9.451499999999999773e+02
-4.613636363636363508e-02,8.072999999999999545e+02
-5.136363636363636131e-02,8.045833333333333712e+02
-5.659090909090909449e-02,5.927999999999999545e+02
-6.181818181818181379e-02,4.903666666666666742e+02
-6.704545454545454697e-02,2.839833333333333485e+02
-7.227272727272726627e-02,1.215999999999999943e+02
-7.749999999999999944e-02,3.523333333333333428e+01
-8.272727272727273262e-02,1.306666666666666643e+01
-8.795454545454545192e-02,7.716666666666666785e+00
-9.318181818181818510e-02,6.066666666666666430e+00
-9.840909090909090440e-02,5.316666666666666430e+00
-1.036363636363636376e-01,4.200000000000000178e+00
-1.088636363636363708e-01,3.766666666666666607e+00
-1.140909090909090901e-01,3.049999999999999822e+00
-1.193181818181818232e-01,2.700000000000000178e+00
-1.245454545454545425e-01,2.350000000000000089e+00
-1.297727272727272618e-01,1.633333333333333304e+00
-1.349999999999999811e-01,1.933333333333333348e+00
-1.402272727272727282e-01,1.350000000000000089e+00
-1.454545454545454475e-01,1.050000000000000044e+00
-1.506818181818181668e-01,9.499999999999999556e-01
-1.559090909090908861e-01,9.833333333333332815e-01
-1.611363636363636331e-01,8.000000000000000444e-01
-1.663636363636363524e-01,5.999999999999999778e-01
-1.715909090909090717e-01,7.333333333333332815e-01
-1.768181818181817910e-01,4.666666666666666741e-01
-1.820454545454545381e-01,3.166666666666666519e-01
-1.872727272727272574e-01,2.500000000000000000e-01
-1.924999999999999767e-01,2.166666666666666741e-01
-1.977272727272727237e-01,1.166666666666666685e-01
-2.029545454545454430e-01,1.499999999999999944e-01
-2.081818181818181623e-01,1.666666666666666574e-01
-2.134090909090908816e-01,1.333333333333333315e-01
-2.186363636363636287e-01,8.333333333333332871e-02
-2.238636363636363480e-01,6.666666666666666574e-02
-2.290909090909090673e-01,5.000000000000000278e-02
-2.343181818181818143e-01,1.333333333333333315e-01
-2.395454545454545336e-01,3.333333333333333287e-02
-2.447727272727272529e-01,0.000000000000000000e+00
-2.500000000000000000e-01,0.000000000000000000e+00
